name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2017-06-17T00:00:00,18.8,18.8,17.8,93.79,0,0,,0,0,,15.7,50,1014.2,100,13.3,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T01:00:00,18.8,18.8,17.8,93.79,0,0,,0,0,,12.4,62,1013.9,100,10.3,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T02:00:00,18.8,18.8,17.9,94.09,0,0,,0,0,,15,57,1013.5,100,15.2,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T03:00:00,18.8,18.8,17.8,93.79,0,0,,0,0,,14,60,1013.5,100,15.2,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T04:00:00,18.6,18.6,17.9,95.51,0,0,,0,0,,3,23,1013.2,100,8.3,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T05:00:00,18.8,18.8,17.8,93.79,0,0,,0,0,,10.3,47,1013.5,100,15.4,6.2,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T06:00:00,18.9,18.9,17.8,93.67,0,0,,0,0,,9,61,1013.5,100,15.4,70.2,0.3,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T07:00:00,19.3,19.3,17.8,91.1,0,0,,0,0,,11.9,57,1013.5,100,15.2,197.9,0.7,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T08:00:00,20,20,18.3,89.87,0,0,,0,0,,9,40,1013.9,100,15.2,341.4,1.2,3,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T09:00:00,20.6,20.6,18.3,86.8,0,0,,0,0,,0.3,27,1014.8,100,15.3,451.8,1.6,5,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T10:00:00,21.1,21.1,18.3,84.02,0,0,,0,0,,9.3,55,1014.5,100,15.4,478.8,1.7,5,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T11:00:00,22.2,22.2,18.4,79.14,0,0,,0,0,,9.2,40,1014.2,98.1,15.6,495.5,1.8,5,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T12:00:00,21.2,21.2,19.3,88.64,0,0,,0,0,,10.3,251,1014.5,66.8,8.5,539.8,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T13:00:00,20.2,20.2,19.4,95.35,15.739,100,rain,0,0,,0.2,23,1014.6,66.8,1,566.5,2,6,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T14:00:00,20.1,20.1,19.4,95.6,17.238,100,rain,0,0,,9.2,110,1014.5,93,2.8,561.3,2,6,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T15:00:00,20.7,20.7,20.1,96.43,1.423,100,rain,0,0,,5.8,92,1014.2,92.2,15.4,525.3,1.9,5,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T16:00:00,22.1,22.1,20.1,88.43,0,0,,0,0,,11,160,1013.9,100,15.8,427.8,1.5,4,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T17:00:00,22.2,22.2,20.1,88.02,0.15,100,rain,0,0,,8.8,125,1013.8,100,15.7,291.4,1,3,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T18:00:00,22.2,22.2,19.5,84.68,0,0,,0,0,,5.9,165,1013.4,100,15.6,153.3,0.6,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T19:00:00,21.7,21.7,19.4,86.8,0,0,,0,0,,5.8,126,1013.4,100,15.6,49.7,0.2,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T20:00:00,21.2,21.2,20,92.98,0,0,,0,0,,7.1,143,1013.5,100,15.5,1.9,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T21:00:00,20.7,20.7,19.4,92.27,0,0,,0,0,,0.7,150,1013.8,100,15.4,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T22:00:00,20.7,20.7,19.4,92.49,0,0,,0,0,,5,97,1013.5,100,15.1,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-17T23:00:00,20.7,20.7,20,96.24,0,0,,0,0,,5.5,34,1013.8,100,9.3,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T00:00:00,21.2,21.2,20.2,94.13,0,0,,0,0,,7.9,170,1013.2,100,3.2,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T01:00:00,20.7,20.7,20.1,96.43,0,0,,0,0,,7,41,1013.2,100,5.6,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T02:00:00,21.2,21.2,20.7,96.97,0,0,,0,0,,5.6,14,1012.2,100,12.9,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T03:00:00,21.2,21.2,20.7,96.71,0,0,,0,0,,5,23,1012.2,78.5,11.9,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T04:00:00,21.7,21.7,21.1,96.63,0,0,,0,0,,0.2,54,1012.2,100,13,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T05:00:00,21.6,21.6,21.1,96.72,0,0,,0,0,,0.3,61,1012.2,100,7.6,9.1,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T06:00:00,21.7,21.7,21.2,96.81,0,0,,0,0,,0.2,69,1012.4,100,2.3,116.8,0.4,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T07:00:00,21.7,21.7,21.2,96.71,0,0,,0,0,,0.6,190,1012.5,100,9.3,235.8,0.8,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T08:00:00,22.9,22.9,21.7,92.77,0,0,,0,0,,0.7,170,1012.5,100,15.1,359.9,1.3,4,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T09:00:00,23.9,23.9,22.1,89.69,0,0,,0,0,,5.2,262,1012.8,97,15.7,584.3,2.1,6,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T10:00:00,24.4,24.4,22.1,87.25,0,0,,0,0,,6.1,160,1012.9,85.9,15.8,726.3,2.6,7,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T11:00:00,27.1,29.4,22.2,74.7,0,0,,0,0,,9.3,209,1012.5,55.8,15.7,814,2.9,8,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T12:00:00,28.7,31.8,22.2,67.97,0,0,,0,0,,15,170,1011.7,58.2,15.9,868.8,3.1,9,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T13:00:00,28.8,32,22.2,67.62,0,0,,0,0,35.3,17.8,182,1011.4,3.2,16,892.8,3.2,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T14:00:00,28.8,31.9,22.2,67.45,0,0,,0,0,,16.2,190,1010.8,28.3,16,821.8,3,8,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T15:00:00,28.8,31.6,21.7,65.74,0,0,,0,0,,14.7,160,1010.2,1.5,16,701.8,2.5,7,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T16:00:00,28.7,31.4,21.7,65.94,0,0,,0,0,50,15,160,1009.7,30.6,15.8,548,2,5,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T17:00:00,28.7,31.8,22.1,67.55,0,0,,0,0,45.3,11.6,189,1009,1,16,373,1.3,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T18:00:00,27.8,30.2,21.7,69.39,0,0,,0,0,,9.8,199,1008.7,47.8,15.8,207.7,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T19:00:00,27.2,29.4,21.6,71.65,0,0,,0,0,,10.9,209,1009,5.1,16,65.9,0.2,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T20:00:00,26.2,26.2,21.6,75.98,0,0,,0,0,33.5,8,267,1009,30.8,16,2.9,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T21:00:00,26.1,26.1,21.6,76.4,0,0,,0,0,,1.2,170,1009,1.9,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T22:00:00,25.6,25.6,21.6,78.79,0,0,,0,0,,7.8,180,1009.7,1.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-18T23:00:00,25.5,25.5,22.1,81.41,0,0,,0,0,,10.8,261,1010.4,1,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T00:00:00,25.5,25.5,22.1,81.45,0,0,,0,0,,9.3,190,1009.9,6.6,16,0,0,0,,Clear,clear-night,"72505394728,KNYC,72503014732"
"New York City,USA",2017-06-19T01:00:00,24.7,24.7,21.9,84.65,0,0,,0,0,,3.9,65,1009.8,9.5,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T02:00:00,25,25,22.1,84.11,0,0,,0,0,,8.7,290,1010.1,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T03:00:00,25,25,22.1,84.04,0,0,,0,0,,7.6,257,1010.1,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T04:00:00,25,25,21.7,81.53,0,0,,0,0,,9.2,248,1010.1,1,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T05:00:00,24.4,24.4,21.7,84.7,0,0,,0,0,,8.8,264,1010.4,1,16,8.3,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T06:00:00,24.4,24.4,22.1,87.04,0,0,,0,0,,8,248,1010.7,61.7,16,101.7,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T07:00:00,24.4,24.4,22.2,87.23,0,0,,0,0,,9.4,180,1011.1,47.4,16,246.3,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T08:00:00,25.7,25.7,22.8,84.19,0.892,100,rain,0,0,,10.5,253,1011.1,86.6,16,397.4,1.4,4,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T09:00:00,26.2,26.2,22.8,81.54,0,0,,0,0,31.2,13.1,267,1011.1,88.8,16,544.3,2,5,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T10:00:00,27.2,29.9,22.9,77.24,0,0,,0,0,33.5,11.1,229,1011.1,88.8,16,663,2.4,7,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T11:00:00,29.2,32.5,22.2,65.96,0,0,,0,0,29.5,17.9,209,1010.5,49.6,16,743,2.7,7,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T12:00:00,29.2,32.2,21.9,64.86,0,0,,0,0,,13.8,160,1009.3,29.3,16,782.3,2.8,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T13:00:00,30.3,34,22.4,62.7,0,0,,0,0,,29.5,150,1009.1,29.3,16,767,2.8,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T14:00:00,30.2,33.5,21.9,61.4,0,0,,0,0,,17.1,170,1008.6,33.8,16,723.5,2.6,7,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T15:00:00,30,33.7,22.5,64.41,0,0,,0,0,40.7,12.5,170,1007.4,33.8,16,643.5,2.3,6,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T16:00:00,29,31.7,21.6,64.28,0,0,,0,0,46,29.5,180,1007.4,43.7,16,520.8,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T17:00:00,25.9,25.9,21.6,77.05,0.344,100,rain,0,0,46.4,25.9,180,1008.3,51.3,5,373.8,1.3,4,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T18:00:00,22,22,21,94.08,18.65,100,rain,0,0,52.8,3.5,326,1009.1,70.7,2.9,215.4,0.8,2,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T19:00:00,21.6,21.6,20.5,93.29,6.445,100,rain,0,0,31.7,4.9,295,1009.8,63.8,2.7,64.3,0.2,1,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T20:00:00,21.4,21.4,20.5,94.28,4.215,100,rain,0,0,,10.8,210,1010.6,50.6,6.3,2.3,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T21:00:00,21.4,21.4,20.6,95.3,1.736,100,rain,0,0,,3.9,69,1010.6,50.6,14.5,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T22:00:00,21.3,21.3,20.5,95.05,0.478,100,rain,0,0,,11,180,1011.5,53,13.8,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-19T23:00:00,21.3,21.3,20.5,95.05,0,0,,0,0,,12.8,190,1011.8,93,13.8,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T00:00:00,21.6,21.6,20.5,93.55,0,0,,0,0,,11,180,1012,98.1,12.3,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T01:00:00,21.7,21.7,20.6,93.71,1.452,100,rain,0,0,,10.3,190,1011,87.1,16,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T02:00:00,21.6,21.6,21,96.73,0.4,100,rain,0,0,,9,180,1010.5,100,8.1,0,0,0,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T03:00:00,21.7,21.7,21.2,96.64,0.266,100,rain,0,0,,7.4,190,1010.8,100,11.6,0,0,0,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T04:00:00,22,22,21.2,94.85,0,0,,0,0,,3.5,299,1010.2,92.2,11.6,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T05:00:00,22,22,21.2,94.85,0,0,,0,0,,3.9,306,1010.4,89.9,8.7,2.7,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T06:00:00,22,22,21.2,94.85,0,0,,0,0,33.5,19,239,1010.7,60.4,7.9,79.4,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T07:00:00,22.5,22.5,21,91.26,0,0,,0,0,29.5,9.4,240,1011.2,50.6,10.1,302,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T08:00:00,22.8,22.8,20.2,85.22,0,0,,0,0,37.1,24.1,260,1011.7,29.3,14.5,491.8,1.8,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T09:00:00,23.4,23.4,17.8,70.54,0,0,,0,0,29.4,19.5,255,1012,7.2,16,668.3,2.4,7,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T10:00:00,24.1,24.1,17.1,64.9,0,0,,0,0,,11.3,270,1012.3,27.1,16,815.3,2.9,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T11:00:00,25.5,25.5,15,52.52,0,0,,0,0,37.1,8.9,260,1012.6,7.2,16,917.8,3.3,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T12:00:00,27,27.1,14.1,45.12,0,0,,0,0,35.3,29.5,260,1012.7,7.2,16,970.5,3.5,10,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T13:00:00,27.5,27.4,13.6,42.5,0,0,,0,0,38.5,11.5,250,1012.7,29.3,16,968.3,3.5,10,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T14:00:00,28.1,27.8,13.3,40.07,0,0,,0,0,29.8,13.7,240,1012.3,9.5,16,910.5,3.3,9,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T15:00:00,28.3,27.5,11.2,34.8,0,0,,0,0,38.6,14.8,270,1012.3,29.3,16,799,2.9,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T16:00:00,28.3,27.5,11.2,34.8,0,0,,0,0,40.2,16.9,262,1012.7,9.5,16,651.8,2.3,7,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T17:00:00,27.4,27,11.1,36.12,0,0,,0,0,27.7,13.3,263,1012.6,33.2,16,472.1,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T18:00:00,28.3,27.4,10.3,32.67,0,0,,0,0,32,14.6,280,1012.6,33.2,16,279.6,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T19:00:00,27.6,27.1,10.7,34.68,0,0,,0,0,48.7,18.9,285,1013,9.5,16,100.8,0.4,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T20:00:00,27.3,26.9,11.2,36.82,0,0,,0,0,29.2,11,260,1013.4,9.5,16,3.9,0,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T21:00:00,26.6,26.6,11,37.73,0,0,,0,0,,3.5,322,1013.6,9.5,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T22:00:00,26.6,26.6,11.1,38.07,0,0,,0,0,,8.5,250,1013.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-20T23:00:00,26.1,26.1,11.7,40.77,0,0,,0,0,,6.5,242,1013.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T00:00:00,24.8,24.8,13,47.71,0,0,,0,0,,11,210,1013.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T01:00:00,24.5,24.5,15.8,58.25,0,0,,0,0,,9,220,1013.5,27.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T02:00:00,23.6,23.6,17.4,68.06,0,0,,0,0,,13.9,245,1013.3,13.4,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T03:00:00,23.6,23.6,18,70.7,0,0,,0,0,,9.5,235,1012.9,60.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T04:00:00,23.3,23.3,17.7,70.9,0,0,,0,0,,3.9,318,1013,88.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T05:00:00,22.6,22.6,17.1,70.79,0,0,,0,0,,2.5,314,1013.1,43.6,16,5.7,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T06:00:00,22.3,22.3,16,67.68,0,0,,0,0,,6.9,210,1013.2,17.8,16,63.4,0.2,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T07:00:00,22.8,22.8,16,65.65,0,0,,0,0,,6,200,1013.6,9.5,16,196.9,0.7,2,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T08:00:00,24,24,14.7,56.12,0,0,,0,0,,7.6,229.3,1013.7,9.5,16,407,1.5,4,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T09:00:00,24.8,24.8,14.6,52.83,0,0,,0,0,,10.8,283,1013.6,14,16,670,2.4,7,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T10:00:00,24.8,24.8,14.9,54.03,0,0,,0,0,,11.3,303,1013.3,23.8,16,823.3,3,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T11:00:00,26.6,26.6,14.4,47.15,0,0,,0,0,,16.6,260,1013.1,29.3,16,925.5,3.3,9,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T12:00:00,28,27.6,13,39.77,0,0,,0,0,,16.3,287,1013.3,29.3,16,971.5,3.5,10,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T13:00:00,26.4,26.4,12.9,43.01,0,0,,0,0,,15.1,310,1012.8,79,16,962,3.5,10,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T14:00:00,27.5,27.4,13.8,42.88,0,0,,0,0,31.7,9.5,260,1012.2,33.8,16,893.5,3.2,9,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T15:00:00,28.3,27.9,13.5,40.32,0,0,,0,0,42.5,24.1,260,1011.6,17.8,16,775.8,2.8,8,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T16:00:00,28.3,27.9,13.3,39.76,0,0,,0,0,,24.1,260,1011.2,43.7,16,628.3,2.3,6,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T17:00:00,28.3,27.9,13.3,39.76,0,0,,0,0,44.6,15.1,250,1011.2,17.8,16,454.3,1.6,5,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T18:00:00,27.7,27.6,14,43.04,0,0,,0,0,35.3,13.9,303,1011,14,16,265.4,1,3,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T19:00:00,27.8,27.5,13.3,40.86,0,0,,0,0,29.5,20.5,270,1011.3,14,16,87.4,0.3,1,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T20:00:00,27.1,27.2,14.1,44.68,0,0,,0,0,,13.4,260,1011.4,13.4,16,3.3,0,0,,Clear,clear-day,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T21:00:00,25.9,25.9,14.2,48.54,0,0,,0,0,33.5,11.8,260,1012.3,13.4,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T22:00:00,25,25,14.2,51.24,0,0,,0,0,,6.9,269,1013.1,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-21T23:00:00,24.2,24.2,15,56.59,0,0,,0,0,,2.5,337,1013.5,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T00:00:00,23.6,23.6,15.6,60.97,0,0,,0,0,,3,333,1013.9,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T01:00:00,23.1,23.1,16,64.33,0,0,,0,0,,7.4,261,1014.4,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T02:00:00,21.8,21.8,16.3,70.78,0,0,,0,0,,6.5,310,1014.6,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T03:00:00,20.9,20.9,16.7,76.8,0,0,,0,0,,2.5,345,1014.5,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T04:00:00,20.9,20.9,16.1,73.78,0,0,,0,0,,6.5,10,1014.7,0,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2017-06-22T05:00:00,20.2,20.2,14,67.6,0,0,,0,0,,0,0,1015.2,7.2,16,8.8,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
